mu,VN,VCB,m112,m122,m222,lam1,lam2,lam3,lam4,lam5,yt,gp,g
284.383838383838,-545280325.763888,-552024167.638656,1842.1969065904,1036.44442501564,-61770.3435386127,0.00260145786537625,3.66597463528406,-0.0749944249500365,0.662359949622217,-0.59944553307796,1.30132265951946,0.349975185559113,0.652188521331973
284.888888888889,-545420684.479098,-552177235.440315,1841.44227485531,1036.46637812817,-61791.1928710968,0.00262287314555874,3.66808709607141,-0.074941354292393,0.662508298655428,-0.599584661786859,1.30126656256112,0.349978557196699,0.652179170372384
285.393939393939,-545560995.345969,-552330433.47917,1840.68840885361,1036.48828675972,-61812.0205123614,0.00264425810917054,3.67019828971835,-0.074888319636038,0.662656458933732,-0.59972361459828,1.30121058871667,0.349981922959531,0.652169836376625
285.89898989899,-545701258.792251,-552483761.350739,1839.9353062228,1036.5101510793,-61832.8265333894,0.00266561285777775,3.6723082203417,-0.0748353208736852,0.662804431077961,-0.599862392088699,1.30115473749805,0.349985282868218,0.652160519283971
286.40404040404,-545841475.243974,-552637218.660128,1839.18296461172,1036.53197125497,-61853.6110048104,0.00268693749242607,3.6744168920395,-0.0747823578985258,0.662952215705809,-0.600000994831684,1.30109900841997,0.349988636943258,0.65215121903402
286.909090909091,-545981645.12545,-552790805.02185,1838.43138168051,1036.55374745387,-61874.3739969039,0.00270823211364438,3.6765243088911,-0.0747294306042257,0.663099813431857,-0.600139423397918,1.30104340099993,0.349991985205041,0.652141935566695
287.414141414141,-546121768.859293,-552944520.059628,1837.68055510051,1036.57547984221,-61895.1155796012,0.00272949682144831,3.67863047495732,-0.0746765388849223,0.663247224867592,-0.600277678355221,1.30098791475818,0.349995327673852,0.652132668822237
287.919191919192,-546261846.86642,-553098363.406223,1836.93048255423,1036.59716858527,-61915.8358224879,0.00275073171534377,3.68073539428053,-0.0746236826352219,0.663394450621427,-0.600415760268564,1.30093254921771,0.349998664369869,0.652123418741204
288.424242424242,-546401879.56607,-553252334.703264,1836.18116173521,1036.61881384742,-61936.5347948063,0.00277193689433041,3.68283907088479,-0.0745708617501966,0.663541491298726,-0.600553669700095,1.30087730390422,0.350001995313163,0.652114185264469
288.929292929293,-546541867.375813,-553406433.601078,1835.43259034802,1036.64041579214,-61957.2125654575,0.00279311245690513,3.68494150877596,-0.0745180761253815,0.663688347501819,-0.600691407209152,1.30082217834611,0.350005320523702,0.652104968333219
289.434343434343,-546681810.711554,-553560659.758531,1834.68476610813,1036.66197458198,-61977.8692030038,0.00281425850106548,3.6870427119418,-0.074465325656772,0.663835019830028,-0.600828973352284,1.30076717207445,0.350008640021349,0.652095767888952
289.939393939394,-546821709.987552,-553715012.842878,1833.93768674188,1036.68349037864,-61998.5047756708,0.0028353751243131,3.68914268435209,-0.0744126102408208,0.663981508879683,-0.600966368683272,1.30071228462295,0.350011953825864,0.652086583873471
290.444444444444,-546961565.616428,-553869492.52961,1833.19134998639,1036.70496334288,-62019.11935135,0.00285646242365706,3.69124142995878,-0.0743599297744355,0.664127815244146,-0.601103593753144,1.30065751552798,0.350015261956905,0.65207741622889
290.949494949495,-547101378.009174,-554024098.502312,1832.44575358947,1036.72639363464,-62039.7129976008,0.00287752049561722,3.69333895269603,-0.0743072841549751,0.664273939513827,-0.601240649110197,1.30060286432852,0.350018564434027,0.652068264897625
